Date,Campaign,Platform,Placement,Age_Group,Region,Device,Spend_USD,Impressions,Reach,Clicks,Engagements,Conversions,Revenue_USD,CTR_%,Engagement_Rate_%,CPA_USD,ROAS,ROI_%
18-06-2026,Campaign 16,Instagram,Explore,18-24,West,Desktop,925.51,8659,65575,6147,2254,614,38922.09,70.99,3.44,1.51,42.05,4105.47
19-06-2026,Campaign 20,Facebook,Feed,45+,South,Desktop,693.44,3238,17289,6462,731,662,58046.87,199.57,4.23,1.05,83.71,8270.86
20-06-2026,Campaign 13,Instagram,Explore,25-34,East,Mobile,1625.93,17064,25406,694,9993,982,69854.13,4.07,39.33,1.66,42.96,4196.26
21-06-2026,Campaign 2,Instagram,Reels,18-24,West,Mobile,304.69,33115,13873,3683,6145,778,21980.15,11.12,44.29,0.39,72.14,7113.94
22-06-2026,Campaign 2,Instagram,Feed,25-34,East,Mobile,1927.76,33952,24461,6728,797,440,29321.86,19.82,3.26,4.38,15.21,1421.03
23-06-2026,Campaign 14,Facebook,Stories,25-34,North,Mobile,1287.93,7620,21710,7595,131,556,35484,99.67,0.6,2.32,27.55,2655.12
24-06-2026,Campaign 4,Instagram,Feed,18-24,West,Desktop,1779.47,46258,14448,7593,6309,709,58832.92,16.41,43.67,2.51,33.06,3206.2
25-06-2026,Campaign 17,Facebook,Reels,45+,East,Desktop,881.15,6470,16198,2185,4974,243,5327.19,33.77,30.71,3.63,6.05,504.57
26-06-2026,Campaign 13,Facebook,Reels,35-44,North,Desktop,697.94,24003,74158,5070,5662,46,3287.4,21.12,7.64,15.17,4.71,371.01
27-06-2026,Campaign 4,Facebook,Explore,18-24,South,Desktop,1806.42,29571,68938,5793,8840,738,5608.96,19.59,12.82,2.45,3.11,210.5
28-06-2026,Campaign 3,Facebook,Feed,45+,West,Mobile,242.8,26668,51799,160,2348,712,50649.3,0.6,4.53,0.34,208.61,20760.5
29-06-2026,Campaign 12,Instagram,Feed,25-34,West,Desktop,278.36,79259,35961,633,6292,804,77378.2,0.8,17.5,0.35,277.98,27697.89
30-06-2026,Campaign 8,Instagram,Feed,18-24,South,Mobile,633.73,98576,44007,3275,9995,14,301.94,3.32,22.71,45.27,0.48,-52.36
01-07-2026,Campaign 2,Facebook,Explore,35-44,North,Mobile,1921.56,34046,66470,1536,6506,751,25964.68,4.51,9.79,2.56,13.51,1251.23
02-07-2026,Campaign 6,Instagram,Reels,35-44,South,Desktop,1284.48,72977,53256,7786,1256,841,50773.52,10.67,2.36,1.53,39.53,3852.85
03-07-2026,Campaign 10,Instagram,Stories,25-34,West,Mobile,1130.68,79255,21739,4914,8635,269,20061.36,6.2,39.72,4.2,17.74,1674.27
04-07-2026,Campaign 12,Instagram,Feed,18-24,East,Mobile,1425.44,7397,59186,5325,5395,585,22063.44,71.99,9.12,2.44,15.48,1447.83
05-07-2026,Campaign 10,Facebook,Explore,35-44,North,Desktop,864.08,85481,27547,1698,6254,449,30578.97,1.99,22.7,1.92,35.39,3438.9
06-07-2026,Campaign 10,Instagram,Explore,18-24,North,Mobile,1528.24,24233,52431,7535,2348,143,12931.7,31.09,4.48,10.69,8.46,746.18
07-07-2026,Campaign 3,Facebook,Stories,35-44,North,Mobile,816.8,85336,26476,7776,9236,871,64474.11,9.11,34.88,0.94,78.94,7793.5
08-07-2026,Campaign 20,Instagram,Reels,25-34,South,Desktop,1661.41,62308,79411,6431,3385,735,53322.16,10.32,4.26,2.26,32.09,3109.45
09-07-2026,Campaign 10,Facebook,Feed,25-34,South,Mobile,571.23,71726,11686,2431,9622,200,8257.44,3.39,82.34,2.86,14.46,1345.55
10-07-2026,Campaign 9,Facebook,Feed,18-24,East,Mobile,591.22,65219,18536,155,2103,78,7143.69,0.24,11.35,7.58,12.08,1108.3
11-07-2026,Campaign 20,Facebook,Explore,45+,East,Desktop,1068.65,3130,35062,3603,3715,619,19402.98,115.11,10.6,1.73,18.16,1715.65
12-07-2026,Campaign 19,Instagram,Reels,45+,North,Mobile,889.98,16071,49216,5868,3772,229,5610.87,36.51,7.66,3.89,6.3,530.45
13-07-2026,Campaign 14,Facebook,Feed,25-34,East,Desktop,1313.83,87517,26041,1744,7558,639,25305.21,1.99,29.02,2.06,19.26,1826.06
14-07-2026,Campaign 2,Instagram,Stories,35-44,South,Mobile,760.37,4118,32653,1783,2255,106,7077.07,43.3,6.91,7.17,9.31,830.74
15-07-2026,Campaign 5,Facebook,Reels,45+,East,Mobile,499.57,2663,22673,431,3579,268,23278.32,16.18,15.79,1.86,46.6,4559.67
16-07-2026,Campaign 20,Instagram,Reels,25-34,South,Desktop,966.13,64408,11367,2786,151,949,16652.56,4.33,1.33,1.02,17.24,1623.64
17-07-2026,Campaign 8,Facebook,Explore,35-44,East,Desktop,1143.87,53786,20629,4406,2259,924,76055.56,8.19,10.95,1.24,66.49,6548.97
18-07-2026,Campaign 7,Instagram,Explore,35-44,West,Mobile,328.07,83271,73190,5968,4490,165,13566.01,7.17,6.13,1.99,41.35,4035.1
19-07-2026,Campaign 6,Facebook,Feed,45+,South,Desktop,1135.6,21158,26063,1366,3751,237,14399.49,6.46,14.39,4.79,12.68,1168.01
20-07-2026,Campaign 11,Facebook,Explore,25-34,West,Mobile,672.55,33087,20322,5504,7456,495,38244.47,16.63,36.69,1.36,56.86,5586.49
21-07-2026,Campaign 12,Facebook,Reels,35-44,South,Desktop,815.28,90114,13693,2752,2212,791,17622.43,3.05,16.15,1.03,21.62,2061.52
22-07-2026,Campaign 18,Instagram,Feed,35-44,East,Mobile,594.67,55121,10241,4965,5865,774,16339.66,9.01,57.27,0.77,27.48,2647.69
23-07-2026,Campaign 19,Facebook,Feed,18-24,West,Mobile,1866.25,21874,30778,4124,1454,315,27394.29,18.85,4.72,5.92,14.68,1367.88
24-07-2026,Campaign 10,Facebook,Reels,18-24,East,Mobile,1382.51,85443,13651,4854,5720,655,34272.29,5.68,41.9,2.11,24.79,2378.99
25-07-2026,Campaign 14,Facebook,Feed,45+,South,Mobile,561.8,42821,26966,6669,3854,231,6552.09,15.57,14.29,2.43,11.66,1066.27
26-07-2026,Campaign 3,Facebook,Stories,18-24,West,Mobile,1307.81,62582,10275,7442,309,277,19508.94,11.89,3.01,4.72,14.92,1391.73
27-07-2026,Campaign 18,Instagram,Stories,25-34,North,Desktop,1704.72,24787,46606,956,6332,942,84523.91,3.86,13.59,1.81,49.58,4858.23
28-07-2026,Campaign 15,Facebook,Feed,45+,East,Desktop,833.18,66703,2658,6748,7946,321,20887.68,10.12,298.95,2.6,25.07,2406.98
29-07-2026,Campaign 6,Facebook,Explore,45+,South,Mobile,1668.42,23705,73468,7671,6271,903,34311.99,32.36,8.54,1.85,20.57,1956.56
30-07-2026,Campaign 10,Instagram,Stories,18-24,West,Mobile,351.11,71381,15248,712,337,90,4581.68,1,2.21,3.9,13.05,1204.91
31-07-2026,Campaign 12,Instagram,Feed,35-44,East,Desktop,1654.42,46653,25437,5465,8627,295,22557.35,11.71,33.92,5.61,13.63,1263.46
01-08-2026,Campaign 7,Instagram,Stories,25-34,West,Desktop,1103.57,84018,40727,6768,8175,473,5398.17,8.06,20.07,2.33,4.89,389.16
02-08-2026,Campaign 17,Facebook,Explore,25-34,East,Desktop,484.8,93626,19201,6835,1676,733,18787.25,7.3,8.73,0.66,38.75,3775.26
03-08-2026,Campaign 1,Instagram,Reels,25-34,East,Desktop,843.93,88217,42150,7984,8791,875,42827.23,9.05,20.86,0.96,50.75,4974.74
04-08-2026,Campaign 18,Instagram,Feed,45+,East,Desktop,1976.59,34252,15999,512,9856,582,36318.48,1.49,61.6,3.4,18.37,1737.43
05-08-2026,Campaign 15,Instagram,Feed,25-34,West,Mobile,1577.93,75332,7376,2952,9082,773,28771.63,3.92,123.13,2.04,18.23,1723.38
06-08-2026,Campaign 19,Facebook,Feed,35-44,West,Mobile,1171.42,74799,52673,7431,3640,651,21708.99,9.93,6.91,1.8,18.53,1753.22
07-08-2026,Campaign 1,Facebook,Feed,35-44,East,Desktop,274.57,64185,4476,4730,9427,408,3644.05,7.37,210.61,0.67,13.27,1227.18
08-08-2026,Campaign 5,Facebook,Feed,18-24,North,Desktop,864.73,80313,70902,992,7357,431,3489.88,1.24,10.38,2.01,4.04,303.58
09-08-2026,Campaign 15,Instagram,Feed,25-34,North,Desktop,562.95,43538,78994,6809,249,379,11929.41,15.64,0.32,1.49,21.19,2019.09
10-08-2026,Campaign 3,Facebook,Explore,45+,North,Desktop,188.45,22343,63878,207,1724,906,50190.66,0.93,2.7,0.21,266.33,26533.41
11-08-2026,Campaign 1,Instagram,Reels,18-24,South,Desktop,1107.3,82398,21615,6465,7761,571,33035.37,7.85,35.91,1.94,29.83,2883.42
12-08-2026,Campaign 8,Instagram,Explore,35-44,North,Desktop,1783.91,43232,12164,5996,2674,872,45285.24,13.87,21.98,2.05,25.39,2438.54
13-08-2026,Campaign 12,Instagram,Explore,25-34,West,Desktop,1367.42,55106,40316,3359,4528,759,33349.45,6.1,11.23,1.8,24.39,2338.86
14-08-2026,Campaign 19,Facebook,Reels,35-44,North,Desktop,536.88,83227,69560,1376,7629,256,7415.73,1.65,10.97,2.1,13.81,1281.26
15-08-2026,Campaign 12,Instagram,Explore,18-24,West,Desktop,1168.49,55079,30559,2767,4369,537,23126.43,5.02,14.3,2.18,19.79,1879.17
16-08-2026,Campaign 13,Instagram,Stories,35-44,South,Mobile,1889.31,27028,63968,2718,7869,311,5654.66,10.06,12.3,6.07,2.99,199.3
17-08-2026,Campaign 1,Facebook,Explore,25-34,West,Desktop,1459.68,44135,67800,2618,2208,434,6922.14,5.93,3.26,3.36,4.74,374.22
18-08-2026,Campaign 19,Instagram,Feed,25-34,West,Desktop,1394.47,33066,10047,3442,4047,679,22742.84,10.41,40.28,2.05,16.31,1530.93
19-08-2026,Campaign 6,Instagram,Stories,18-24,West,Mobile,1937.91,85470,45985,2156,7999,872,86814.69,2.52,17.39,2.22,44.8,4379.81
20-08-2026,Campaign 8,Instagram,Stories,25-34,North,Mobile,1607.8,22910,73123,5527,5014,268,9652.61,24.12,6.86,6,6,500.36
21-08-2026,Campaign 4,Facebook,Reels,35-44,East,Mobile,316.42,9141,7577,4849,6767,72,6765.36,53.05,89.31,4.39,21.38,2038.09
22-08-2026,Campaign 5,Instagram,Explore,35-44,West,Desktop,727.89,47950,4870,697,2363,111,4691.4,1.45,48.52,6.56,6.45,544.52
23-08-2026,Campaign 7,Facebook,Explore,45+,North,Desktop,1932.02,57723,35094,3372,9904,404,18869.2,5.84,28.22,4.78,9.77,876.66
24-08-2026,Campaign 4,Facebook,Stories,45+,North,Desktop,1004.93,18225,56329,2988,3915,583,47060.33,16.4,6.95,1.72,46.83,4582.95
25-08-2026,Campaign 20,Instagram,Explore,45+,North,Desktop,267.69,89123,10217,2533,677,203,2820.82,2.84,6.63,1.32,10.54,953.76
26-08-2026,Campaign 4,Instagram,Explore,35-44,East,Mobile,944.28,34959,67141,4291,522,196,4374.67,12.27,0.78,4.82,4.63,363.28
27-08-2026,Campaign 15,Instagram,Reels,35-44,East,Desktop,1409.14,51192,23343,2956,2863,518,50512.68,5.77,12.26,2.72,35.85,3484.65
28-08-2026,Campaign 5,Instagram,Stories,18-24,East,Desktop,1995.22,81711,51822,3075,1329,773,41017.04,3.76,2.56,2.58,20.56,1955.77
29-08-2026,Campaign 9,Facebook,Feed,45+,East,Mobile,681.62,12051,14003,1425,3276,446,4107.4,11.82,23.39,1.53,6.03,502.59
30-08-2026,Campaign 2,Facebook,Stories,35-44,South,Desktop,1052.47,73428,60538,7787,9045,5,47.51,10.6,14.94,210.49,0.05,-95.49
31-08-2026,Campaign 7,Instagram,Reels,18-24,East,Desktop,1765.38,5449,33089,7906,787,362,33010.01,145.09,2.38,4.88,18.7,1769.85
01-09-2026,Campaign 17,Facebook,Reels,35-44,East,Desktop,742.77,43095,54595,1873,822,119,10468.39,4.35,1.51,6.24,14.09,1309.37
02-09-2026,Campaign 16,Instagram,Reels,18-24,East,Desktop,263.06,79929,31029,294,846,907,44032.96,0.37,2.73,0.29,167.39,16638.75
03-09-2026,Campaign 17,Instagram,Explore,45+,West,Mobile,1900.42,31190,52324,5729,4437,604,12385.68,18.37,8.48,3.15,6.52,551.73
04-09-2026,Campaign 20,Instagram,Stories,45+,West,Mobile,1002.46,99069,52962,2398,2812,201,16859.28,2.42,5.31,4.99,16.82,1581.79
05-09-2026,Campaign 2,Instagram,Explore,45+,East,Mobile,1030.43,28141,40042,6631,807,985,35299.46,23.56,2.02,1.05,34.26,3325.7
06-09-2026,Campaign 11,Facebook,Explore,35-44,South,Mobile,1261.34,25908,77380,917,8726,608,27244.81,3.54,11.28,2.07,21.6,2059.99
07-09-2026,Campaign 2,Facebook,Stories,35-44,West,Desktop,56.9,34322,46957,6293,583,278,19414.2,18.34,1.24,0.2,341.2,34019.86
08-09-2026,Campaign 1,Instagram,Reels,18-24,North,Desktop,1865.71,52710,44739,6918,1633,860,33172.65,13.12,3.65,2.17,17.78,1678.02
09-09-2026,Campaign 2,Instagram,Feed,25-34,West,Desktop,754.83,16012,39733,2911,269,164,10614.68,18.18,0.68,4.6,14.06,1306.23
10-09-2026,Campaign 9,Facebook,Feed,25-34,North,Mobile,824.02,36889,46389,529,1120,177,15771.03,1.43,2.41,4.66,19.14,1813.91
11-09-2026,Campaign 2,Facebook,Stories,45+,West,Mobile,389.51,19412,30715,2512,7193,549,44332,12.94,23.42,0.71,113.81,11281.48
12-09-2026,Campaign 15,Facebook,Stories,25-34,East,Mobile,787.4,98150,40116,6358,6566,462,19058.91,6.48,16.37,1.7,24.2,2320.49
13-09-2026,Campaign 10,Instagram,Reels,45+,West,Desktop,1617.69,26657,57922,1985,947,589,19056.49,7.45,1.63,2.75,11.78,1078.01
14-09-2026,Campaign 15,Facebook,Stories,18-24,East,Desktop,1609.98,7656,57251,6111,8987,437,14037.97,79.82,15.7,3.68,8.72,771.93
15-09-2026,Campaign 10,Instagram,Stories,25-34,East,Mobile,1874.8,10967,62794,5807,3446,933,35562.38,52.95,5.49,2.01,18.97,1796.86
16-09-2026,Campaign 17,Instagram,Reels,25-34,West,Mobile,836.3,86958,18580,3423,4113,485,25163.8,3.94,22.14,1.72,30.09,2908.94
17-09-2026,Campaign 9,Facebook,Reels,45+,North,Desktop,1432.01,17764,1823,3071,8178,459,20460.73,17.29,448.6,3.12,14.29,1328.81
18-09-2026,Campaign 18,Instagram,Explore,18-24,North,Desktop,1039.11,17873,8084,3242,131,200,3527.08,18.14,1.62,5.2,3.39,239.43
19-09-2026,Campaign 4,Facebook,Stories,25-34,West,Desktop,1617.84,96485,78991,137,8468,800,16422.65,0.14,10.72,2.02,10.15,915.1
20-09-2026,Campaign 9,Instagram,Feed,25-34,East,Mobile,1439.46,53030,11607,1290,7977,603,22659.72,2.43,68.73,2.39,15.74,1474.18
21-09-2026,Campaign 16,Instagram,Stories,25-34,North,Mobile,767.41,69807,77355,622,6270,313,18277.98,0.89,8.11,2.45,23.82,2281.78
22-09-2026,Campaign 4,Instagram,Feed,18-24,South,Mobile,706.51,3607,12969,863,7930,740,45364.28,23.93,61.15,0.95,64.21,6320.9
23-09-2026,Campaign 16,Instagram,Feed,18-24,East,Mobile,542.26,21523,64059,228,9794,560,28666.22,1.06,15.29,0.97,52.86,5186.43
24-09-2026,Campaign 19,Instagram,Feed,25-34,West,Desktop,1174.21,50447,18333,1775,2415,852,64056.52,3.52,13.17,1.38,54.55,5355.29
25-09-2026,Campaign 1,Instagram,Explore,45+,East,Desktop,1929.49,51757,78236,212,165,498,37369.24,0.41,0.21,3.87,19.37,1836.74
26-09-2026,Campaign 6,Facebook,Reels,45+,South,Desktop,440.13,95526,37668,2690,2028,443,20211.7,2.82,5.38,0.99,45.92,4492.21
27-09-2026,Campaign 10,Facebook,Reels,25-34,South,Mobile,235.74,71201,12945,1055,5111,654,11001.51,1.48,39.48,0.36,46.67,4566.8
28-09-2026,Campaign 16,Instagram,Explore,18-24,North,Desktop,282.83,83844,47526,7387,7633,786,43518.15,8.81,16.06,0.36,153.87,15286.68
29-09-2026,Campaign 4,Facebook,Reels,25-34,South,Desktop,1577.04,73388,48717,2398,6325,363,14969.96,3.27,12.98,4.34,9.49,849.24
30-09-2026,Campaign 13,Instagram,Explore,18-24,East,Desktop,732.7,7462,60426,2471,5547,40,724.11,33.11,9.18,18.32,0.99,-1.17
01-10-2026,Campaign 16,Facebook,Stories,25-34,North,Desktop,487.52,33795,79349,2805,684,38,3734.36,8.3,0.86,12.83,7.66,665.99
02-10-2026,Campaign 20,Facebook,Explore,18-24,South,Desktop,738.05,71806,5601,4348,6570,92,3691.66,6.06,117.3,8.02,5,400.19
03-10-2026,Campaign 6,Instagram,Reels,35-44,North,Mobile,1308.4,50465,13930,4192,6785,662,42666.43,8.31,48.71,1.98,32.61,3160.96
04-10-2026,Campaign 11,Facebook,Reels,45+,North,Desktop,1116.23,63109,5333,4608,5344,20,1031.24,7.3,100.21,55.81,0.92,-7.61
05-10-2026,Campaign 3,Instagram,Stories,35-44,West,Desktop,1500,92027,71935,3791,8254,749,13907.95,4.12,11.47,2,9.27,827.2
06-10-2026,Campaign 20,Facebook,Explore,45+,North,Mobile,711.19,52528,18839,4553,8051,425,4367.57,8.67,42.74,1.67,6.14,514.12
07-10-2026,Campaign 10,Instagram,Stories,18-24,North,Mobile,931.46,38230,52337,1267,1848,557,35897.59,3.31,3.53,1.67,38.54,3753.91
08-10-2026,Campaign 1,Facebook,Feed,35-44,South,Desktop,248.84,50242,41204,2524,7770,771,21948.12,5.02,18.86,0.32,88.2,8720.17
09-10-2026,Campaign 20,Instagram,Explore,45+,East,Desktop,192.46,67883,21195,979,2304,797,22433.26,1.44,10.87,0.24,116.56,11556.06
10-10-2026,Campaign 11,Facebook,Stories,25-34,East,Desktop,951.4,3783,28848,366,1992,130,12468.66,9.67,6.91,7.32,13.11,1210.56
11-10-2026,Campaign 12,Instagram,Stories,18-24,South,Desktop,638.11,30390,41854,1552,7118,12,586.42,5.11,17.01,53.18,0.92,-8.1
12-10-2026,Campaign 14,Facebook,Reels,18-24,East,Mobile,1244.96,10417,51998,470,3193,476,3710.65,4.51,6.14,2.62,2.98,198.05
13-10-2026,Campaign 8,Instagram,Explore,25-34,North,Desktop,133.85,74102,68390,5438,1073,472,17598.55,7.34,1.57,0.28,131.48,13047.96
14-10-2026,Campaign 11,Facebook,Feed,25-34,West,Mobile,287.44,19426,32558,7698,4124,884,53505.6,39.63,12.67,0.33,186.15,18514.53
15-10-2026,Campaign 4,Instagram,Feed,45+,North,Desktop,1737.12,32750,3985,5880,9734,866,31361.24,17.95,244.27,2.01,18.05,1705.36
16-10-2026,Campaign 7,Facebook,Explore,18-24,North,Desktop,1154.31,60188,62794,5905,6715,856,6463.6,9.81,10.69,1.35,5.6,459.95
17-10-2026,Campaign 10,Instagram,Explore,45+,West,Desktop,1438.51,12872,44585,4408,4429,514,24265.72,34.24,9.93,2.8,16.87,1586.86
18-10-2026,Campaign 19,Instagram,Stories,25-34,South,Mobile,1691.85,96231,41264,1499,6815,406,6114.81,1.56,16.52,4.17,3.61,261.43
19-10-2026,Campaign 4,Instagram,Reels,18-24,North,Desktop,954.48,50086,34326,6359,1577,840,53608.97,12.7,4.59,1.14,56.17,5516.56
20-10-2026,Campaign 2,Instagram,Reels,25-34,North,Desktop,1534.07,68770,60261,5861,5789,180,11494.94,8.52,9.61,8.52,7.49,649.31
21-10-2026,Campaign 18,Facebook,Reels,45+,South,Mobile,1072.94,96368,35022,477,9062,744,6388.82,0.49,25.88,1.44,5.95,495.45
22-10-2026,Campaign 14,Facebook,Explore,45+,North,Desktop,484.36,85514,16667,7921,7429,970,31634.9,9.26,44.57,0.5,65.31,6431.28
23-10-2026,Campaign 16,Facebook,Reels,45+,North,Mobile,708.43,90177,19065,446,6544,839,37167.86,0.49,34.32,0.84,52.47,5146.51
24-10-2026,Campaign 11,Instagram,Stories,18-24,East,Desktop,1006.18,94663,11006,5385,8597,918,52578.53,5.69,78.11,1.1,52.26,5125.56
25-10-2026,Campaign 10,Instagram,Explore,25-34,South,Mobile,667.93,36720,72819,845,101,371,12289.76,2.3,0.14,1.8,18.4,1739.98
26-10-2026,Campaign 17,Instagram,Explore,25-34,North,Mobile,704.28,20079,46076,156,8562,492,15909.27,0.78,18.58,1.43,22.59,2158.94
27-10-2026,Campaign 14,Instagram,Reels,45+,North,Mobile,707.92,19338,69861,4099,6943,22,2164.5,21.2,9.94,32.18,3.06,205.75
28-10-2026,Campaign 4,Instagram,Feed,45+,West,Desktop,289.54,5291,51393,147,9155,60,538.62,2.78,17.81,4.83,1.86,86.03
29-10-2026,Campaign 19,Facebook,Feed,45+,West,Mobile,215.05,76084,4143,1953,6072,923,91339.45,2.57,146.56,0.23,424.74,42373.59
30-10-2026,Campaign 2,Facebook,Stories,45+,West,Mobile,140.67,51393,58505,7699,8003,39,371.92,14.98,13.68,3.61,2.64,164.39
31-10-2026,Campaign 7,Facebook,Reels,35-44,North,Desktop,266.36,95558,13417,3620,5205,906,29347.55,3.79,38.79,0.29,110.18,10918
01-11-2026,Campaign 9,Instagram,Reels,35-44,North,Mobile,720.23,71770,32300,3351,7802,634,32905,4.67,24.15,1.14,45.69,4468.68
02-11-2026,Campaign 19,Instagram,Explore,35-44,West,Desktop,1208.05,28720,29896,5426,3014,798,14853.45,18.89,10.08,1.51,12.3,1129.54
03-11-2026,Campaign 16,Instagram,Explore,45+,East,Desktop,416.89,15368,51629,92,5256,770,13714.01,0.6,10.18,0.54,32.9,3189.6
04-11-2026,Campaign 16,Instagram,Reels,45+,East,Mobile,1781.62,56313,28606,6435,8398,729,21395.94,11.43,29.36,2.44,12.01,1100.93
05-11-2026,Campaign 18,Instagram,Explore,25-34,East,Mobile,1626.35,49969,40916,1627,3268,577,56247.8,3.26,7.99,2.82,34.59,3358.53
06-11-2026,Campaign 11,Instagram,Reels,18-24,East,Desktop,1065.03,50838,62330,4240,2699,604,24831.11,8.34,4.33,1.76,23.31,2231.49
07-11-2026,Campaign 7,Instagram,Stories,25-34,South,Mobile,1462.21,10734,8551,6115,5816,787,46251.6,56.97,68.02,1.86,31.63,3063.13
08-11-2026,Campaign 9,Facebook,Explore,35-44,West,Mobile,764.34,14197,57422,5935,2335,351,25239.6,41.8,4.07,2.18,33.02,3202.14
09-11-2026,Campaign 4,Facebook,Reels,25-34,North,Mobile,121.72,70895,68782,4333,2899,36,2718.4,6.11,4.21,3.38,22.33,2133.32
10-11-2026,Campaign 13,Instagram,Explore,45+,West,Mobile,1813.45,58831,66391,434,7113,912,64171.87,0.74,10.71,1.99,35.39,3438.66
11-11-2026,Campaign 4,Instagram,Stories,35-44,East,Desktop,299.2,60073,64411,4964,9803,137,5070.12,8.26,15.22,2.18,16.95,1594.56
12-11-2026,Campaign 19,Instagram,Explore,35-44,North,Desktop,1898.48,74925,74185,3521,5573,580,9056.2,4.7,7.51,3.27,4.77,377.02
13-11-2026,Campaign 2,Facebook,Reels,18-24,South,Mobile,1165.17,82488,1888,3627,118,203,6447.9,4.4,6.25,5.74,5.53,453.39
14-11-2026,Campaign 9,Facebook,Explore,18-24,West,Desktop,645.85,96611,58135,3288,958,260,6494.29,3.4,1.65,2.48,10.06,905.54
15-11-2026,Campaign 12,Instagram,Explore,35-44,North,Mobile,1016.27,86475,30424,5294,9708,346,6209.44,6.12,31.91,2.94,6.11,511
16-11-2026,Campaign 2,Facebook,Reels,35-44,North,Mobile,1028.18,52302,42559,1746,5480,671,4916.54,3.34,12.88,1.53,4.78,378.18
17-11-2026,Campaign 6,Facebook,Feed,25-34,East,Mobile,95.41,17624,12075,2184,3132,979,91922.18,12.39,25.94,0.1,963.44,96244.39
18-11-2026,Campaign 5,Facebook,Explore,35-44,East,Mobile,743.15,69271,23699,3942,4605,235,21737.09,5.69,19.43,3.16,29.25,2824.99
19-11-2026,Campaign 5,Instagram,Explore,45+,West,Desktop,1492.74,26315,48972,2586,9718,305,2985.83,9.83,19.84,4.89,2,100.02
20-11-2026,Campaign 20,Facebook,Stories,25-34,South,Mobile,1044.63,19422,10950,4371,5889,551,11815.11,22.51,53.78,1.9,11.31,1031.03
21-11-2026,Campaign 5,Facebook,Feed,45+,North,Desktop,526.25,41137,6413,5826,2631,30,547.58,14.16,41.03,17.54,1.04,4.05
22-11-2026,Campaign 4,Instagram,Stories,45+,East,Mobile,703.46,74663,40305,2442,7571,539,17095.02,3.27,18.78,1.31,24.3,2330.13
23-11-2026,Campaign 9,Instagram,Reels,45+,West,Desktop,1732.96,50232,4569,7977,4819,657,16021.96,15.88,105.47,2.64,9.25,824.54
24-11-2026,Campaign 10,Facebook,Reels,35-44,East,Desktop,1074.82,80142,67778,6043,4963,478,45341.21,7.54,7.32,2.25,42.18,4118.49
25-11-2026,Campaign 16,Instagram,Stories,18-24,West,Desktop,1080.29,34743,31085,4663,4138,391,5081.51,13.42,13.31,2.76,4.7,370.38
26-11-2026,Campaign 10,Facebook,Explore,18-24,East,Desktop,1924.86,17636,77023,7248,2552,289,7256.42,41.1,3.31,6.66,3.77,276.98
27-11-2026,Campaign 10,Facebook,Feed,45+,South,Mobile,675.72,92884,37163,5878,2946,454,5751.6,6.33,7.93,1.49,8.51,751.18
28-11-2026,Campaign 19,Instagram,Stories,35-44,North,Desktop,985.11,12108,50592,3865,8164,324,31796.26,31.92,16.14,3.04,32.28,3127.69
29-11-2026,Campaign 10,Instagram,Stories,25-34,East,Mobile,1632.84,75634,58333,345,6722,160,14759.89,0.46,11.52,10.21,9.04,803.94
30-11-2026,Campaign 6,Facebook,Reels,45+,North,Desktop,1529.88,38180,9039,463,8996,475,34713,1.21,99.52,3.22,22.69,2169
01-12-2026,Campaign 17,Instagram,Explore,25-34,West,Desktop,568.31,20883,9198,6006,9633,424,19278.19,28.76,104.73,1.34,33.92,3292.2
02-12-2026,Campaign 5,Instagram,Feed,25-34,South,Desktop,344.63,46400,35354,2045,3562,117,2698.83,4.41,10.08,2.95,7.83,683.11
03-12-2026,Campaign 6,Facebook,Stories,35-44,North,Mobile,1416.37,47999,4824,6328,1259,906,23593.62,13.18,26.1,1.56,16.66,1565.78
04-12-2026,Campaign 15,Facebook,Feed,35-44,East,Desktop,552.43,49951,51420,6174,4726,655,30843.16,12.36,9.19,0.84,55.83,5483.18
05-12-2026,Campaign 19,Facebook,Feed,18-24,North,Mobile,1849.22,9160,4436,6718,7156,426,33219.97,73.34,161.32,4.34,17.96,1696.43
06-12-2026,Campaign 18,Facebook,Stories,18-24,North,Mobile,302.03,57262,41857,7202,3822,890,26832.88,12.58,9.13,0.34,88.84,8784.18
07-12-2026,Campaign 4,Facebook,Feed,35-44,West,Mobile,670.71,21929,17057,53,3660,934,32246.57,0.24,21.46,0.72,48.08,4707.83
08-12-2026,Campaign 8,Facebook,Reels,45+,South,Desktop,156.84,85133,2310,227,6217,725,44946.16,0.27,269.13,0.22,286.57,28557.33
09-12-2026,Campaign 16,Instagram,Explore,18-24,South,Desktop,1421.45,13123,76355,795,6689,839,23143.22,6.06,8.76,1.69,16.28,1528.14
10-12-2026,Campaign 19,Instagram,Explore,25-34,North,Desktop,1787.96,30357,79993,4404,6949,880,53240.68,14.51,8.69,2.03,29.78,2877.73
11-12-2026,Campaign 20,Facebook,Explore,45+,North,Desktop,1289.96,72496,67013,701,2343,946,39521.45,0.97,3.5,1.36,30.64,2963.77
12-12-2026,Campaign 3,Instagram,Reels,25-34,West,Desktop,1878.62,35556,61022,7282,8277,998,8248.45,20.48,13.56,1.88,4.39,339.07
13-12-2026,Campaign 10,Instagram,Reels,35-44,North,Desktop,300.58,85791,9906,5964,1860,602,26040.49,6.95,18.78,0.5,86.63,8563.41
